[[0, 1000, 5, 5, 1000, 10, 10, 0], [1, 1000, 5, 5, 1000, 10, 10, 0], [2, 1000, 5, 5, 1000, 10, 10, 0], [3, 1000, 6, 10, 1000, 12, 20, 1], [4, 1000, 5, 5, 1000, 10, 10, 0], [5, 1000, 6, 10, 1000, 12, 20, 1], [6, 1000, 6, 10, 1000, 12, 20, 1], [7, 1000, 6, 10, 1000, 12, 20, 1], [8, 1000, 6, 10, 1000, 12, 20, 1], [9, 1000, 6, 10, 1000, 12, 20, 1]]
[[0, 1000, 4, 4, 1000, 8, 8, 0], [1, 1000, 12, 16, 1000, 24, 32, 1], [2, 1000, 12, 16, 1000, 24, 32, 1], [3, 1000, 12, 16, 1000, 24, 32, 1], [4, 1000, 4, 4, 1000, 8, 8, 0], [5, 1000, 4, 4, 1000, 8, 8, 0], [6, 1000, 4, 4, 1000, 8, 8, 0], [7, 1000, 4, 4, 1000, 8, 8, 0], [8, 1000, 12, 16, 1000, 24, 32, 1], [9, 1000, 12, 16, 1000, 24, 32, 1]]
[[0, 1000, 3, 3, 1000, 6, 6, 0], [1, 1000, 3, 3, 1000, 6, 6, 0], [2, 1000, 20, 25, 1000, 40, 50, 1], [3, 1000, 20, 25, 1000, 40, 50, 1], [4, 1000, 3, 3, 1000, 6, 6, 0], [5, 1000, 3, 3, 1000, 6, 6, 0], [6, 1000, 3, 3, 1000, 6, 6, 0], [7, 1000, 3, 3, 1000, 6, 6, 0], [8, 1000, 20, 25, 1000, 40, 50, 1], [9, 1000, 20, 25, 1000, 40, 50, 1]]
[[0, 1000, 4, 4, 1000, 8, 8, 0], [1, 1000, 16, 24, 1000, 32, 48, 1], [2, 1000, 4, 4, 1000, 8, 8, 0], [3, 1000, 16, 24, 1000, 32, 48, 1], [4, 1000, 16, 24, 1000, 32, 48, 1], [5, 1000, 16, 24, 1000, 32, 48, 1], [6, 1000, 16, 24, 1000, 32, 48, 1], [7, 1000, 4, 4, 1000, 8, 8, 0], [8, 1000, 4, 4, 1000, 8, 8, 0], [9, 1000, 4, 4, 1000, 8, 8, 0]]
[[0, 1000, 4, 4, 1000, 8, 8, 0], [1, 1000, 4, 4, 1000, 8, 8, 0], [2, 1000, 20, 28, 1000, 40, 56, 1], [3, 1000, 4, 4, 1000, 8, 8, 0], [4, 1000, 4, 4, 1000, 8, 8, 0], [5, 1000, 4, 4, 1000, 8, 8, 0], [6, 1000, 20, 28, 1000, 40, 56, 1], [7, 1000, 20, 28, 1000, 40, 56, 1], [8, 1000, 20, 28, 1000, 40, 56, 1], [9, 1000, 20, 28, 1000, 40, 56, 1]]
[[0, 1000, 25, 40, 1000, 50, 80, 1], [1, 1000, 3, 3, 1000, 6, 6, 0], [2, 1000, 3, 3, 1000, 6, 6, 0], [3, 1000, 25, 40, 1000, 50, 80, 1], [4, 1000, 3, 3, 1000, 6, 6, 0], [5, 1000, 3, 3, 1000, 6, 6, 0], [6, 1000, 3, 3, 1000, 6, 6, 0], [7, 1000, 3, 3, 1000, 6, 6, 0], [8, 1000, 25, 40, 1000, 50, 80, 1], [9, 1000, 25, 40, 1000, 50, 80, 1]]
[[0, 1000, 24, 32, 1000, 48, 64, 1], [1, 1000, 4, 4, 1000, 8, 8, 0], [2, 1000, 4, 4, 1000, 8, 8, 0], [3, 1000, 24, 32, 1000, 48, 64, 1], [4, 1000, 4, 4, 1000, 8, 8, 0], [5, 1000, 4, 4, 1000, 8, 8, 0], [6, 1000, 24, 32, 1000, 48, 64, 1], [7, 1000, 24, 32, 1000, 48, 64, 1], [8, 1000, 24, 32, 1000, 48, 64, 1], [9, 1000, 4, 4, 1000, 8, 8, 0]]
[[0, 1000, 24, 36, 1000, 48, 72, 1], [1, 1000, 4, 4, 1000, 8, 8, 0], [2, 1000, 4, 4, 1000, 8, 8, 0], [3, 1000, 24, 36, 1000, 48, 72, 1], [4, 1000, 4, 4, 1000, 8, 8, 0], [5, 1000, 4, 4, 1000, 8, 8, 0], [6, 1000, 4, 4, 1000, 8, 8, 0], [7, 1000, 24, 36, 1000, 48, 72, 1], [8, 1000, 24, 36, 1000, 48, 72, 1], [9, 1000, 24, 36, 1000, 48, 72, 1]]
[[0, 1000, 35, 45, 1000, 70, 90, 1], [1, 1000, 3, 3, 1000, 6, 6, 0], [2, 1000, 3, 3, 1000, 6, 6, 0], [3, 1000, 35, 45, 1000, 70, 90, 1], [4, 1000, 35, 45, 1000, 70, 90, 1], [5, 1000, 3, 3, 1000, 6, 6, 0], [6, 1000, 3, 3, 1000, 6, 6, 0], [7, 1000, 35, 45, 1000, 70, 90, 1], [8, 1000, 3, 3, 1000, 6, 6, 0], [9, 1000, 3, 3, 1000, 6, 6, 0]]
[[0, 1000, 2, 2, 1000, 4, 4, 0], [1, 1000, 46, 66, 1000, 92, 132, 1], [2, 1000, 2, 2, 1000, 4, 4, 0], [3, 1000, 2, 2, 1000, 4, 4, 0], [4, 1000, 2, 2, 1000, 4, 4, 0], [5, 1000, 46, 66, 1000, 92, 132, 1], [6, 1000, 46, 66, 1000, 92, 132, 1], [7, 1000, 2, 2, 1000, 4, 4, 0], [8, 1000, 2, 2, 1000, 4, 4, 0], [9, 1000, 2, 2, 1000, 4, 4, 0]]
[[0, 1000, 4, 4, 1000, 8, 8, 0], [1, 1000, 32, 40, 1000, 64, 80, 1], [2, 1000, 4, 4, 1000, 8, 8, 0], [3, 1000, 32, 40, 1000, 64, 80, 1], [4, 1000, 4, 4, 1000, 8, 8, 0], [5, 1000, 32, 40, 1000, 64, 80, 1], [6, 1000, 4, 4, 1000, 8, 8, 0], [7, 1000, 32, 40, 1000, 64, 80, 1], [8, 1000, 4, 4, 1000, 8, 8, 0], [9, 1000, 32, 40, 1000, 64, 80, 1]]
[[0, 1000, 28, 44, 1000, 56, 88, 1], [1, 1000, 4, 4, 1000, 8, 8, 0], [2, 1000, 28, 44, 1000, 56, 88, 1], [3, 1000, 4, 4, 1000, 8, 8, 0], [4, 1000, 28, 44, 1000, 56, 88, 1], [5, 1000, 4, 4, 1000, 8, 8, 0], [6, 1000, 28, 44, 1000, 56, 88, 1], [7, 1000, 4, 4, 1000, 8, 8, 0], [8, 1000, 28, 44, 1000, 56, 88, 1], [9, 1000, 4, 4, 1000, 8, 8, 0]]
[[0, 1000, 4, 4, 1000, 8, 8, 0], [1, 1000, 4, 4, 1000, 8, 8, 0], [2, 1000, 32, 44, 1000, 64, 88, 1], [3, 1000, 32, 44, 1000, 64, 88, 1], [4, 1000, 4, 4, 1000, 8, 8, 0], [5, 1000, 32, 44, 1000, 64, 88, 1], [6, 1000, 4, 4, 1000, 8, 8, 0], [7, 1000, 32, 44, 1000, 64, 88, 1], [8, 1000, 32, 44, 1000, 64, 88, 1], [9, 1000, 4, 4, 1000, 8, 8, 0]]
[[0, 1000, 4, 4, 1000, 8, 8, 0], [1, 1000, 4, 4, 1000, 8, 8, 0], [2, 1000, 32, 48, 1000, 64, 96, 1], [3, 1000, 32, 48, 1000, 64, 96, 1], [4, 1000, 32, 48, 1000, 64, 96, 1], [5, 1000, 32, 48, 1000, 64, 96, 1], [6, 1000, 4, 4, 1000, 8, 8, 0], [7, 1000, 32, 48, 1000, 64, 96, 1], [8, 1000, 4, 4, 1000, 8, 8, 0], [9, 1000, 4, 4, 1000, 8, 8, 0]]
[[0, 1000, 4, 4, 1000, 8, 8, 0], [1, 1000, 4, 4, 1000, 8, 8, 0], [2, 1000, 36, 48, 1000, 72, 96, 1], [3, 1000, 4, 4, 1000, 8, 8, 0], [4, 1000, 36, 48, 1000, 72, 96, 1], [5, 1000, 4, 4, 1000, 8, 8, 0], [6, 1000, 4, 4, 1000, 8, 8, 0], [7, 1000, 36, 48, 1000, 72, 96, 1], [8, 1000, 36, 48, 1000, 72, 96, 1], [9, 1000, 36, 48, 1000, 72, 96, 1]]
[[0, 1000, 26, 43, 1000, 52, 86, 1], [1, 1000, 26, 43, 1000, 52, 86, 1], [2, 1000, 26, 43, 1000, 52, 86, 1], [3, 1000, 5, 5, 1000, 10, 10, 0], [4, 1000, 5, 5, 1000, 10, 10, 0], [5, 1000, 26, 43, 1000, 52, 86, 1], [6, 1000, 5, 5, 1000, 10, 10, 0], [7, 1000, 26, 43, 1000, 52, 86, 1], [8, 1000, 5, 5, 1000, 10, 10, 0], [9, 1000, 26, 43, 1000, 52, 86, 1]]
[[0, 1000, 3, 3, 1000, 6, 6, 0], [1, 1000, 3, 3, 1000, 6, 6, 0], [2, 1000, 45, 65, 1000, 90, 130, 1], [3, 1000, 3, 3, 1000, 6, 6, 0], [4, 1000, 45, 65, 1000, 90, 130, 1], [5, 1000, 3, 3, 1000, 6, 6, 0], [6, 1000, 45, 65, 1000, 90, 130, 1], [7, 1000, 45, 65, 1000, 90, 130, 1], [8, 1000, 3, 3, 1000, 6, 6, 0], [9, 1000, 3, 3, 1000, 6, 6, 0]]
[[0, 1000, 50, 65, 1000, 100, 130, 1], [1, 1000, 50, 65, 1000, 100, 130, 1], [2, 1000, 50, 65, 1000, 100, 130, 1], [3, 1000, 3, 3, 1000, 6, 6, 0], [4, 1000, 3, 3, 1000, 6, 6, 0], [5, 1000, 3, 3, 1000, 6, 6, 0], [6, 1000, 3, 3, 1000, 6, 6, 0], [7, 1000, 50, 65, 1000, 100, 130, 1], [8, 1000, 3, 3, 1000, 6, 6, 0], [9, 1000, 3, 3, 1000, 6, 6, 0]]
[[0, 1000, 4, 4, 1000, 8, 8, 0], [1, 1000, 36, 56, 1000, 72, 112, 1], [2, 1000, 36, 56, 1000, 72, 112, 1], [3, 1000, 4, 4, 1000, 8, 8, 0], [4, 1000, 36, 56, 1000, 72, 112, 1], [5, 1000, 36, 56, 1000, 72, 112, 1], [6, 1000, 36, 56, 1000, 72, 112, 1], [7, 1000, 4, 4, 1000, 8, 8, 0], [8, 1000, 4, 4, 1000, 8, 8, 0], [9, 1000, 4, 4, 1000, 8, 8, 0]]
[[0, 1000, 3, 3, 1000, 6, 6, 0], [1, 1000, 50, 70, 1000, 100, 140, 1], [2, 1000, 3, 3, 1000, 6, 6, 0], [3, 1000, 3, 3, 1000, 6, 6, 0], [4, 1000, 50, 70, 1000, 100, 140, 1], [5, 1000, 50, 70, 1000, 100, 140, 1], [6, 1000, 50, 70, 1000, 100, 140, 1], [7, 1000, 3, 3, 1000, 6, 6, 0], [8, 1000, 3, 3, 1000, 6, 6, 0], [9, 1000, 3, 3, 1000, 6, 6, 0]]
[[0, 1000, 44, 56, 1000, 88, 112, 1], [1, 1000, 4, 4, 1000, 8, 8, 0], [2, 1000, 4, 4, 1000, 8, 8, 0], [3, 1000, 4, 4, 1000, 8, 8, 0], [4, 1000, 44, 56, 1000, 88, 112, 1], [5, 1000, 44, 56, 1000, 88, 112, 1], [6, 1000, 44, 56, 1000, 88, 112, 1], [7, 1000, 4, 4, 1000, 8, 8, 0], [8, 1000, 44, 56, 1000, 88, 112, 1], [9, 1000, 4, 4, 1000, 8, 8, 0]]
[[0, 1000, 40, 60, 1000, 80, 120, 1], [1, 1000, 4, 4, 1000, 8, 8, 0], [2, 1000, 40, 60, 1000, 80, 120, 1], [3, 1000, 4, 4, 1000, 8, 8, 0], [4, 1000, 40, 60, 1000, 80, 120, 1], [5, 1000, 4, 4, 1000, 8, 8, 0], [6, 1000, 40, 60, 1000, 80, 120, 1], [7, 1000, 40, 60, 1000, 80, 120, 1], [8, 1000, 4, 4, 1000, 8, 8, 0], [9, 1000, 4, 4, 1000, 8, 8, 0]]
[[0, 1000, 4, 4, 1000, 8, 8, 0], [1, 1000, 4, 4, 1000, 8, 8, 0], [2, 1000, 44, 60, 1000, 88, 120, 1], [3, 1000, 4, 4, 1000, 8, 8, 0], [4, 1000, 44, 60, 1000, 88, 120, 1], [5, 1000, 44, 60, 1000, 88, 120, 1], [6, 1000, 4, 4, 1000, 8, 8, 0], [7, 1000, 4, 4, 1000, 8, 8, 0], [8, 1000, 44, 60, 1000, 88, 120, 1], [9, 1000, 44, 60, 1000, 88, 120, 1]]
[[0, 1000, 28, 45, 1000, 56, 90, 1], [1, 1000, 28, 45, 1000, 56, 90, 1], [2, 1000, 28, 45, 1000, 56, 90, 1], [3, 1000, 6, 6, 1000, 12, 12, 0], [4, 1000, 6, 6, 1000, 12, 12, 0], [5, 1000, 28, 45, 1000, 56, 90, 1], [6, 1000, 6, 6, 1000, 12, 12, 0], [7, 1000, 28, 45, 1000, 56, 90, 1], [8, 1000, 28, 45, 1000, 56, 90, 1], [9, 1000, 28, 45, 1000, 56, 90, 1]]
[[0, 1000, 3, 3, 1000, 6, 6, 0], [1, 1000, 3, 3, 1000, 6, 6, 0], [2, 1000, 55, 80, 1000, 110, 160, 1], [3, 1000, 3, 3, 1000, 6, 6, 0], [4, 1000, 3, 3, 1000, 6, 6, 0], [5, 1000, 55, 80, 1000, 110, 160, 1], [6, 1000, 55, 80, 1000, 110, 160, 1], [7, 1000, 3, 3, 1000, 6, 6, 0], [8, 1000, 3, 3, 1000, 6, 6, 0], [9, 1000, 55, 80, 1000, 110, 160, 1]]
[[0, 1000, 34, 45, 1000, 68, 90, 1], [1, 1000, 34, 45, 1000, 68, 90, 1], [2, 1000, 34, 45, 1000, 68, 90, 1], [3, 1000, 6, 6, 1000, 12, 12, 0], [4, 1000, 34, 45, 1000, 68, 90, 1], [5, 1000, 34, 45, 1000, 68, 90, 1], [6, 1000, 34, 45, 1000, 68, 90, 1], [7, 1000, 6, 6, 1000, 12, 12, 0], [8, 1000, 6, 6, 1000, 12, 12, 0], [9, 1000, 34, 45, 1000, 68, 90, 1]]
[[0, 1000, 4, 4, 1000, 8, 8, 0], [1, 1000, 4, 4, 1000, 8, 8, 0], [2, 1000, 44, 68, 1000, 88, 136, 1], [3, 1000, 4, 4, 1000, 8, 8, 0], [4, 1000, 4, 4, 1000, 8, 8, 0], [5, 1000, 44, 68, 1000, 88, 136, 1], [6, 1000, 4, 4, 1000, 8, 8, 0], [7, 1000, 44, 68, 1000, 88, 136, 1], [8, 1000, 44, 68, 1000, 88, 136, 1], [9, 1000, 44, 68, 1000, 88, 136, 1]]
